id,name,text,trans
6011001000110010,樹里,"はぁ……はぁ……
つ、疲れたぁ……",Huff... Huff... I'm beat...
6011001000110020,樹里,"やっぱ、慣れねーことすると緊張するな
アタシ、上手くやれてたのか……？","It's scary doing stuff I'm not used to.
Did I do that well...?"
0000000000000,プロデューサー,"お疲れ、樹里
とてもいい収録だったぞ","Good work, Juri.
It was a great show."
6011001000110030,樹里,"へへ、そうか？　アタシとしては緊張しちまって
マトモに喋れた気がしねーけど……","Hehe, mean it? From where I was sitting, I didn't feel
like I could even talk right..."
6011001000110040,樹里,"でも、テレビに出れて最高だったよ
もっと頑張って、また出てーな……","But it was incredible being on TV. I want to try even
harder and come back some day..."
0000000000000,プロデューサー,"心配するな
今の樹里なら絶対にまた出れるさ！","Don't fret.
With how that went, you'll definitely be back."
0000000000000,プロデューサー,"俺もしっかりサポートするし
これからもっとレッスン頑張っていこうな！","I'll be sure to support you too so let's keep working
at your lessons!"
6011001000110050,樹里,"おう、ありがとな
アンタと一緒なら、何度でもいける気がするぜ","Sure, thanks.
With the two of us, I bet I'll get on all the time."
info,produce_communication_televisions/601100100012.json,
Translator,Enzo and Mondo,
