id,name,text,trans
6024003080010,にちか,────…………,......──────
0000000000000,プロデューサー,……にちか,...Nichika.
6024003080020,にちか,"……
落ちませんでしたけど","......
I didn't fall, though."
0000000000000,プロデューサー,"うん。すごいよ
……裸足でも勝ったんだ","Yeah. That's great.
...You won even though you were barefoot."
6024003080030,にちか,"あははっ、残念でしたねー
思った感じにならなくて……！","Ahaha, too bad.
I did not do what you expected me to do...!"
0000000000000,プロデューサー,────うん。でも……,────Yeah. But...
0000000000000,プロデューサー,"もし勝てなかったら、
俺が原因になろうと思ったから","If she didn't win,
it would have because of my doings."
0000000000000,プロデューサー,……いや、そうだな,"...Well, that's right."
0000000000000,プロデューサー,"次は、『勝て』って
言ってもいいか？","May I say ""Go win"" next time, then?"
6024003080040,にちか,……っ,......gh.
6024003080050,にちか,"……
私に聞くことじゃないです……","......
That's not something you should ask me..."
0000000000000,プロデューサー,……,......
6024003080060,にちか,"…………でも
仕事、めちゃめちゃ取ってきてください","............but.
Please get me a lot of work to do."
info,produce_events/602400308.json,
Translator,,
