id,name,text,trans
6027001040010,羽那,──プロデューサー,──Producer.
6027001040020,羽那,あたし、大丈夫かな？,Will I be okay?
0000000000000,プロデューサー,…………,......
0000000000000,プロデューサー,"俺は──
羽那がここで負けるわけがない、って信じてるよ","I believe...
I believe that you will win here, Hana."
0000000000000,プロデューサー,今日、ステージに立つ誰よりも輝いてるからさ,"Because you shine brighter than anyone else 
on stage today."
6027001040030,羽那,ふふっ──！,Fufu──!
6027001040040,羽那,"そっかー
じゃあ、大丈夫だね","Is that so──
I'll be just fine then."
0000000000000,プロデューサー,……ああ,... Yeah.
6027001040050,羽那,──決勝、行ってくるね,──I'm off to the finals.
0000000000000,プロデューサー,おう！,Yeah!
0000000000000,プロデューサー,"俺はここで──羽那のことを
本当に、ものすごーーく、応援してるからな！","I'm here to support you, Hana.
I'll be really, REALLY rooting for you!"
6027001040060,羽那,……あはっ,... Aha.
6027001040070,羽那,"それなら
本当に、ものすごーーく、大丈夫そう──！","Well then.
Looks like it's going to be reaaally okay──!"
info,produce_events/602700104.json,
Translator,Burbur,
